Protocol, N, L, Time (ns), Q, P, G
3, 224, 256, 11919870, 20820164558965357520470545821343141822702499494226526014449533802869, 106127023179442788132245309898556142392537086261546193583802369130743937795447, 24632165469910213319625683474837806240541220468660055175684010671714508654519
3, 240, 256, 13017889, 1553594977706865625556260129201865299849051442768669595679132460082920453, 78416152904776335584326673761334949144581022522305829172308531790225326944723, 61462824608152653119672834332404627523247257834037017502111521802024752165735
3, 16, 384, 7361390, 38237, 32214537075964279298165804771009274509371642979534110710299995675578981704121577024924296709798005644829526653104507, 6676331909401707688702893074090970243680180645263080659596148901776567649119620405753191843001912923323087385758840
3, 32, 384, 9795969, 4128319609, 38465202308368274384880488695471504310670097051285606292288223995863800919867779013781951976707095860126206909713981, 31112845159154081815736233607240026434528898212775290101083914162251827837466097098588263037235321956173795766084178
3, 48, 384, 9088210, 145767323942173, 33494469365073494402384555270014047608494491890860938276905034726251011367206894669164928865349721320158923130215627, 18103779714314190410210656818504792870280126720420362916136895380973955733172624972724829869246585274345594563684782
3, 64, 384, 9503104, 13661223975448551941, 23037373670972151166818045902032209604756573140699935950862120818063010856140682549884198129232058498777481963739271, 4668389147050006646473458722087625400277318297427864098825997687405972376397351485040147039789554934830917015407375
3, 80, 384, 10855237, 618277069104739201500263, 31649844500703096640730432898446023182090082368751741655532553321479492908811143754131753792796547929846875035915949, 20857941367523285719382896377065821944803349024313598073512096715873223184592076278002411865327974561184416738926022
3, 96, 384, 11143517, 74222993597323706718450179863, 29446106791183815088071894554683308625015312015967837353809558259338201304674314114628363998616867646562050080053207, 21611934742084204834052840191018458349766957705704942899040508236025734763073204969529941969504264891773313667041779
3, 112, 384, 12587576, 3477942546666459058563344053358869, 30590954034596976401114328937644892338906971572381988781891884825314988123407654284000618528633094279075158456144089, 25607087796145730324166852297436893559799370300527577352540857845215077666957669367345239504702344021887544557993098
3, 128, 384, 12773410, 233458397055738321533091949698716767537, 32425759819484806850820365227598884727619046286327641584465137385819413707455621154040217670076188729220247886671883, 11360501172468216688667994201421434941473819843982814917883659760265427255153285258974011121439587788968639984604902
3, 144, 384, 14580958, 14207036875675125344705485155580246841787791, 36563563547893215850134611996796973430629572563997641299654073118257979817293861757617063888439902623603007036992857, 34562528669585832583466777661904303253439487238342916465190238298312181119885602122342213275223508792900429091393649
3, 160, 384, 14111792, 1442652313113613061205390177987688448512772985019, 23190942037512105340981475756865727266028517359725439107170834362158654160493462540933956077969969250779029384375587, 18210807359680487620576652290908879124415600780166331324233918846433496978439529230146470786776970065537831465467762
3, 176, 384, 16473557, 61935861463034574889904147579345141879458310526661379, 32312663470912671466934672930888086167289108379157774178818100788690104849313990821621365453230986361713490264583273, 13213735463163102150928838766681261451603502284488340208673952278094237357200470949565808847115468783980526718238697
3, 192, 384, 17344962, 3349512459564279393470247379880131674445233827433014919613, 35599555016489595469957954689776735746664504753334081595084813963466733285921533980697466702021628301149205028427307, 34236063994212299217240124079871421167510441930781870001954063965459244552293130056738872148787522513113314129439141
3, 208, 384, 17419909, 207359546421773304234218467316752774904333936559252048806137759, 26917828821992196302933596625550445808545377070719794256305644012851452397801906158054755936398668567653731082992913, 16639882289900448756426499127153407964410054483890437955944990360425010404762467905331396350189148532119539635569735
3, 224, 384, 17046733, 21331765195132858041049788927876784230954852363896255684860775229397, 31721760758894777388653744050080280234186236221875915852395648555832928951319879844445818549647064189000697896560307, 1511506895781597839479383175626853740372808907988465589650693270059132224459189192416734438731536005235394670577072
3, 240, 384, 19506728, 1646553029419013863856657491915284447837149456553907728355799317528562249, 22159018778295874491882701725955725373532253695811940006309268648603429153702346075653285459735655443018018692830271, 10232587175152886956302382886547495159223071291338663773162293412768995905441588138958374155487741358316833793952267
3, 256, 384, 19504488, 65133134094184174537348263893457022082183747750267734373440563513017997315997, 34777426644472643230949188029105098968227319316129621573423016457930041046245204217423370351849900916814246030257211, 17743499607086436459551981503730311401906803801347812755599955461740699280463217943249999700775387687685917770736327
3, 16, 512, 8237794, 37013, 9579550829230147729020288741249274106096864430515214878546191033241774982457743507136461158920796838223759951634006920239407126878271260803612799646150849, 4092734401721506818651323824701313963177224058258039906853727339613586716485582735053368395617218505273346131196007283247126971524872351635108974622490604
3, 32, 512, 10831174, 2584165459, 9742777606743062990408999421344882872211637305167894471623161361824485633279814835233296904016520715045018519013043121038053328505547707766968309541453173, 464011786738473504642918465410851893979334225436318247327821041136700355191867713960380989805476378289430667706498633367000711159714228545953621197399082
3, 48, 512, 12021224, 144721915521577, 8606142228780809286376484967693904267372304038351870822604040475698161662750405632827124130397435137355186940040297686852737030152726511681199732041181509, 6579147162618485827905552156383340483517892200423710831763838666387475253178198345417501918470916117475357954027825314480266044572118307809452319713632769
3, 64, 512, 12262369, 13323777836229145387, 10363987951323995797595759700106469163444555778926949840662127741859237176826317040459244557090166703062231729358754055618458542264872824805467111769271229, 4327054730308890538548757423645019407406829162190940195337350478342595529726977267634371276461770388151244903508372031240809003928203491852099540241335547
3, 80, 512, 14193458, 993406235926013566976197, 12390415045233568582918222659878098434951603409796839141611663916210639729328436219567287601351583013364888928136058980867225448637045938930489176726354713, 3563925213383528321182197342514396845200759767836008872435006947347374859616238684365129802434096133944215827152879856166897221877483161603144040278470265
3, 96, 512, 14003928, 46903088349276957930407374963, 9274374054280622738360814205461944270054373745334239728992241063288833055475062560929924704368456198784161388057522232997898015368492985371413528883266871, 316777269324017010724982137437690101512572688958409615697504224329423869330734436366555452074962072312571780989915306735998809842680882382903455131777163
3, 112, 512, 17300742, 3984519777997153588186421952397681, 9118837441066029992895604835875700248935625896851359906291071810258689074457284245098697730118618119409173708539291953962700427943823178382271391127543147, 8868455097489468329770507887308048511568636609470482626883336380030722166363002605762197489068077610464674545632607527490868726988705077117444971845420355
3, 128, 512, 16725015, 263970475887894464307185988333571381477, 10176595314623070177256579394711852559020329832030676225562972251530503925390803406205277509760544494779239718145963630606558238841200214332989332582665053, 9023449489074739124210376989039608515461138356861880032516510376407379285122303422838489890013906233385448201915583146180587458548465671021972877072738416
3, 144, 512, 19699279, 19198021467894522115687664519530307629919723, 7681846599605726443019365024297561750253217113059892781153303038306589375409714186353364063197645053575185352255533647105282741335275105071982245337491561, 2817664994031940501935724077402033337982777975457880728282235129057137798488590042064928475599328155769419342558142765119381839552849630153180437724197220
3, 160, 512, 19859487, 1032526311877766010248950497793426465675740285851, 12909650082873847531977787683576648636275158498003571087375719652614982798752936828359035010548549995871026017940360924278089454177655989920706223907620523, 845503788984785244611213483110128610622875320814630422561332214145521402234464940663799956115200882581299596753199324078975572818299639319085939182194970
3, 176, 512, 23996197, 56483053094931414487556522998099751314841306673869683, 7888717291533012100074908539951751992407825379096875226164140527770824196468911940842808100494025950521683859096769410690578164390064729702219737204638521, 7833247466138089365790064840170613881633396918275342803134167138840375741181216358350530210092883782680703057878340629813534913061948807546681811891065839
3, 192, 512, 21948753, 5173729426180069784395632040132337825974508621901475265027, 7570757408342014515963045093633711855188763041398021810143890230174312466438032202047749629623481792119240736551555915440804762206532409682147104180139249, 4453489565871010378901502294423319406725819835632610400395991300213511901303630240385006447742201734835574477313971776815026340628148188925291365843944005
3, 208, 512, 25759369, 208971100711035643264842220885090970547533466385511876742038867, 8491161068271445207207086394067954665990743251484641773765747029284061790364253233674985952737912045805901176910541031751839733602178259353489277660793299, 7581996254351777546885182149718600596331188166220416064840440031688538175008978159680895816471854724181881828010290104048488176583970561952010696565294
3, 224, 512, 24316456, 24037399688441378020858084948266368549510852049837160475088244187449, 6990135443372679520561666847610819787033618749615422216135936165767509898795874289253243810056873935620450107246110201676400428899346839943462611624748029, 1698478163706039025635467783261830317257319028002251678576394249956966253153663511770725011609905457487513388168526140041129624923861879957450102534159722
3, 240, 512, 28010041, 1215882323227470098995348692217667097487242189033617841724763672983498099, 7983896856536156778526189457120635869709995793704327050766087208150838843367533910588207610002513716737026515033802277123984491711549044849742486922219553, 2262368461094934276404633912373428308947790399609421386325208637327956085398316766747199772195020647105185267830050938384483079544239082537141178331707576
3, 256, 512, 29628527, 94615089504743201910898809141090684677199695571227347565556772216849282352141, 10447817709507774541642245272179641168797095743561066304808102868505275496888835640896148370387660241266738611043226659824617441255337895371209001675369917, 330769505676663788455654430744159893692601678019870949788706989411144159054150151130662191810242408659389893166326607154702243860276161113959843665156078
3, 16, 640, 9177115, 42451, 3899038534322670130676356025168885496470147820971370895944713760585202745396966939745203890512331008463322893418054564909073945819845154455375755720212728087279761995870329171877889463609565923, 3232925469645832561307175100483565401875078376367835862557126684722744186270367055983873988082263868405109287425699056836288617871145566060184103281738283610573557263884790696705661129059241076
3, 32, 640, 13122262, 2517538753, 2709787459147689685209905650443214638296442048194010409709632796146570783087986147392515061739864400131011179225092632478039235067304521487227596498459555449020841999193219646494619825465775233, 774959044747627509890381544042397734348950585887739603279683594214661224255372388446232007837990837794814369938094872100959615610319428169034975872713356856835878438421866719112867490105081664
3, 48, 640, 14209083, 246340163266627, 3436910962444958818926173429852623159820109638092522511206900854789413961847362620908573601481273771551329732369599956771383716226580622004114529429342438395402325287507642575489354449726889341, 2722673015585968037516512731297827996349266848933774675087136771159394498430632247019838540517852511663240168713971448683597828321436205850905356089105104655191888098207214150803258830696054925
3, 64, 640, 15150487, 15484689300344909299, 2468597947060970174918717254180976726321244908761808002957032826320989147474783322824836157310337634753837580834738386777292855982874795350708006725337401419687158492507503976639275792062539217, 1163689639929910984808071324130954291502537759784115492086830998447597765928288189992151923775564389541559860833793556287705613459374149364555035678579118685357463564295469067795848575439929090
3, 80, 640, 17692773, 859395642098381446108277, 3234554589006587758185888745681897060566807537572625554334491878031887228268630053360695198998225484559515260687106183476439305013720036145823075852048454797715675619936366802091919804308351151, 2223247254535288321083957757869432496013666668583686628928972173453471495623851250022499931377381271033290192225128264766268129676797162429043520561225125234017967157823138709866476104821531549
3, 96, 640, 17569699, 74667510673010885843588605441, 4187939181310960583902148346495112297578004164719201860756437771249832462621982435240383155479835273014745030052325955010679096012215598642404332338798636359932730667787230618715846494435182123, 326057436938395262461447611507791788360609207622310157511645112279766098176810541178622356961506017091322296605576978606593479449792314354261884238449129698052002926279773589732147725593857590
3, 112, 640, 21448545, 2772492670624377190976243038059043, 4391688351086249653041613568441268406045670470516807541106383829181191304218495215006218509996772489137006418945338922089983762554359894450042337879245969057351711444577102756664433139154784281, 3459430553078475801245973892577927283422538999736532024296905008598678094928689949934851387481381789499722042727200356358965817899715365129231583051182185964914919649401252372701937602112543807
3, 128, 640, 21940523, 183868931726948375212981779940575671279, 2919947116296362862992382124841879058929606498695373327288351519996736467250164983209553894955867914442283645069300328076582592409254114941005071750282456345434664682684550051228295079282191283, 2657471702875340199260134154904473121147307881957544744713074224908304556007883214185603781247563472412769180628803790551085723731448858651893317971142164910263013048609696710578685667867579592
3, 144, 640, 25643432, 12724539227673431038253713343047654818722077, 4312208147269428562197005706700997442796332377094120759685049028065746036586266014119627019950648116292265233176137633764526018868633476180209227588147884110681446267175717933230758832509404513, 1679864852034081539886823506822247341514075755274276581474790411889286351565170638197823274958094736198933171802448668961546649013635154340880152893423250650211707146937139984287611870279906257
3, 160, 640, 25010621, 868927959523743555303956078042735412899284713583, 3595383329773539650899844356541367443894723616185411926982712129793499670619917261639145911153428036049479596283947776380493812203041123635972656593055240178425081675078215848466350910326043137, 2870752925508306694184323612921431689550999019920811568322477401544433940768633904634500097630156362771114747220786420050390802185747704295666163941096640280492080879046832421544040856558168193
3, 176, 640, 29084361, 75843987765609778957852125126675454917727289058948061, 2836772165114237385288331810560901740710925359666673547241378431577752330904369677350328071275702268684329372273405027030650138145123151269246872020059585672049857615962434004410397968950637307, 396213853944295115011984775981397773142013432834854111251362302171900953781267818672513571290119634958292868667731705420242784859240015304540744817000929374708825127179948892071651865141817271
3, 192, 640, 29078475, 4214121682582287376010423117747442672327614606439408827141, 3743123076604576088111558439282688430477961937404030295801466865225349310214268800540136850436015487202527221925830645836823113977194474358363804101374555319225485164005792105146209813913018251, 3177761132260937813907162509706924722941820833362864666873087993924751071761533143234669841715769672065645364377726114289045323248640347912482361954582680861826317012343435124642837901821449979
3, 208, 640, 33107008, 316407466348113513415953497714451387175917103538403199129486901, 2338062637022471083239356971999699553014138671860238568972768101273086093495316753175305841109667832995293921384800181206943109292246065668421953226366316898765462571507356052389874605682005873, 2180756318341214244972875993623857076527632885237432069153765499977050387935575947438178685104384901758267224144426261354265913517344416615696864912932699759938366435161604357483739478612463291
3, 224, 640, 32745498, 24135109760049855275342138272737764574730158992897644039913488114297, 3484014300331756258998209381083169198744774611157773365884208416111278692896589767368811635633983969142715033032157518844802606893329131031844082893779098005376286783375416770366345780490865769, 1224975874345404771684363829546820322542674264058458869286173687180207070300174683054364805231928442838674874291248964209035007004564531864487715629014677384842751816027974937263982031515532594
3, 240, 640, 37171217, 1555058925598462389927513481292951685427288939534453747894265483716528163, 4086898337113784850033983356817739171118234366128117288341009690180895982683983584790348734528257373962822029049288499494969401225368634789128613941636035316770521115811284236972421159730143283, 1091313879102675015956401892576197341920247928836714367871551509331699462654033559836362327120669434899392602542170868069006175926972495631267057469978858060084967981655123822203368528801915039
3, 256, 640, 37173613, 89996066510903481064735980877061483377611674520091388838556228079375079439441, 3840701217277297914926152175626114415051811410885591666008891940344588868404617875611812724892283038033490421017245203064683978835703877096155082168543458593606898700146377338845543440407414771, 3001417336564702653217380061198789232841242601876450933584011283453798884987988207782863615420462834756544676156979031923595886082323713731699183737987573741891373011377788549066538007619765896
3, 16, 768, 10866173, 60497, 1330484312696002467486210617037324813154197678159956586949603111939821119883701790684446953766362298418724774258769436849367336449924337828195996534800582321211483658963718572444936737326569472823265490531651269114168921106290955631, 38178416057401908764004250702791479594044499944694976186027532528841167738480214616509089809336543431670495076519123211131146575820479981819064044877192988602591043557514514517562275112108699715375908173631316008244993098996396918
3, 32, 768, 15586371, 2537310211, 1529170496818607311031151374299689864872943949242719560502386718410613136691460532186052012273646333337710410477389747882305073977312790155485888339943196906605883806794791729350101627651373044952415599549538952251292039035166032979, 1317540882645018089093628077558575080807155074557475261255394756440833218939827150620266376883595971838295465927474498981709070698790190246067271301208023119896817135526182408868379229854469964126882119108828030484684650168064160629
3, 48, 768, 17682043, 243955359488333, 1073793964263601132078059933913014538512677585853325661243948133166854301854061060311037144110474484555035281074718391897527414760916028317589635944531981334963071072320780582280329307696084649771952999915778409008455736769925424281, 910015983493233951032105209960180403365843990471754053713135201154385029693007624085975427946003930470250449668009960500730689998513768364714415745346836181227704316993938571270452582789174200883155434365229399828118141805175903039
3, 64, 768, 19693808, 13946752976319860269, 1513331187987360256399725449298088814411788185576479864316995063006374225012999923839636288463594426117590563475945457506523802393199996927717687766799791171308731084453994715536382421764210485583300309952605601453247683048467258431, 1488533904435780591999602174886299493225209619360683976369504601022280586912353729680556441163142377383266644868944546298453216943061769560574262270344868768397513749065365893521993696509249377860188952656365832384323434646804573115
3, 80, 768, 23324686, 888520831670663696923591, 1088116032396401925921067791855912722409346166043756796272933737338387163868959512829003799912278868222718760764733662101184814033986224951185839836409187299598582298868671670529718267552939196931020983345190483236843629117519836169, 462923604482123824825473475723028359758108883338263256801479958297868292446831436014061835087398230734648883993914065782933131508715381946844289230322234672509244787611434502972684034253137630868959796620836345937791341124604530111
3, 96, 768, 23094738, 65355606038223796741677815113, 1365378875894607944609653220593875712424543049556729030782933135354493656531724339112582379969871462147415549687370136826518513476698278202485008727825468447869115697516867688637389631463674343518196283585156198531886756912951830449, 384219129591673626496235669553887014153882586880085578057371278778868240029117488173333225929238232806821581491656574890247321154890017230271478538261153857080443158230180436589411160874442107595492503534960355398659836848212191252
3, 112, 768, 28277382, 4131100501949702328424282210557377, 1330607936476923557515826216939754868632242985423082310275214604506009899656085267699613678101849881280703722159303090504020374633663806616832905332390866429610986498831694326362193824339698394130483179347588636596295018506945972113, 125879648331050316982275209237723212447882631062653729666664759566285373146551663988124010548464707872916701988729082962309527844015497107351060745409358321747031834087302856935672009624960653308493010769041380601163110645453201721
3, 128, 768, 28125664, 254519968036696855644949200214140982087, 1085575834453497643569315397791415884951061528293839277818847713294322430830520178101416017663074186573548561819553569980551560377792162843228381571545044693332198206304205426251194500475805508715041805517124986463990474868861762603, 216969904200057631850877991848071922941452565701352042617892490161274390861483633157011412051489633949832488685633641209865943583603820066770815348392133576104259530678879806104004252394046588685177673790129295463585746684089862035
3, 144, 768, 34334920, 21771414190578410837302159061871676083869171, 1499612239043301614115178263659776987310184548938163143030613486084679548678501678466204155598218659946365178262522325893878368491972050788969408682738024085196159481305909020587992866365179942814824073412918157974031158332238138313, 355981021605006936206387993021440314771239957196108137377640821080179096463877123384268235139460182541097834603523029474317685391457030732196664382178730701102656395808188427027327732453250961288855244671169746225228068534856063254
3, 160, 768, 33886848, 1328734268609364438146888720101072840101673128553, 1483278170738502051567079114075250429929405260563349794421278554235435312079284748201070502601387401956500592352118062715226307371686051533213005709402566229410138840680138798807333393099389884194020696642006367730960787125258521803, 433360726751610840515037711181694995173987197030390887823949151979321914392425368116904546974704357119126029795258830472470206605034479844264314172363363969448265391331757354736999779730780396264746666498788755346070840625306759215
3, 176, 768, 39894021, 72801701881312403512772959239835932816373039958800067, 1503687451804534909032483038157868706556862191881331548408359407857405611286348168435671485159840796861315652992602155362539155974875329712554059302995383212275569494998514509876959420480827783702039850107716414481746010360594338237, 1485050030306658821357714727838459284500051259562735099719856673800576341147273456497213825052881115462340682789650727452293509708109315747140422664239990641232540048962083300474867742020499136229084528794773245364053723940228042163
3, 192, 768, 40044855, 5831079882133059953245270669455220544357018705424381101149, 1417724827865808362431422164720307208877819114360165026021038981312065476501542222378924463990462679875692097864712631693130303051762581548302163047568401991683978409228365756240157809654588160778547405034712877698632081658181818521, 1362191248082170480984443769638873182936512851100755069622709769139496393609684812304591098252730168085718850811792692890249147377763647533876122852179317497531321200349169627481740539446926465395060715475493153442211985730438674952
3, 208, 768, 45709580, 273757919820488061041517360055060203325818528441649621237882531, 1206819681355583137378492615808832811620294644248335417051237867287770462047709936001631712163209616950770062377728448237302915395625991194663165941086320076313481468155375032908253450302672366847144560873069398148577288377137473169, 530237133061927241665234764216751420369450502256242744941261769182407364942997172859029704462549017955977963850170875784288964204715329885363280955272478861182179902297358062961746808432336012826417388483927254182456290595755487239
3, 224, 768, 46359996, 13519598853281164259534105488779307870131771785705514105976052770289, 1475359120055855690751856749588865109885044247427067864195932593939043899336528999305171899684309992163995808781121300147085913689952232367814795080390641984581819769779576578009237082770656670122243458817608760189079528766687608511, 1431157810202950474332829805877362893843332129272566199129524613871743361992974405017849184754104189857918334378118603634401209852803037439172032682730195825066964774975909345157615886433901404042364600186694637743349384229014656639
3, 240, 768, 50647486, 1306948379747044026051863434424042715016926434963186261194040122478662451, 1421284355917635910573168442734969344948171418172796166897152210456008467425088231105778283051765275468439237363449396458580689261461919775227556753694453189830682350366351877867800784488115400657129425574315910359542005823287690449, 960901442989400196051200462346670934591959294594707694148423327838127325578750450701743209085647522371102745891147648087753273531489919496082007920324727242934735717018636428382646836810590017996836194293529421782643731804509946557
3, 256, 768, 50848110, 78925802738382324643300195547943533874841653708804743706479013139031187682663, 1010839110109300645289111218423132708561184977645033486176280676035033664718498146107904793722757823043138332922501816960099740097830829110016914206134868623267656140267181708362084316792495428387868084202522122400393759679949178233, 350103885562655013394975608001470089491192966877368683532937608738103974383576989145941076705793615306151704335240356266736537031331834704480987892671473013866220441471671231237350111167903538645366366447280836279928580224115655211
3, 16, 896, 15329443, 33149, 430485162187996484604536772049948104064751518891559067580882893133089014827543963526532542172003392119306282929426447071229676125020360439206567602328460854134199941789758222577669364155746116801668545917432266601941850746861172398912181433902592743375089937086986163991, 407627431348842439256138429971745072151028147040442661018538035032282418984059165284997022872004287928916690874866279397284354130582610743245804101724722626228734236448674474583601315629760550761320909441197885897152159731659980878975859979573484908364334733117339387269
3, 32, 896, 18314228, 3089042641, 265069866559315194695171586423588489823832109103399039631074294366565349718657672537830410320650733687807185268165017710084929896423483695274764833105992885318298164132193336021414255095270399598434388231491968422403148055384794469427445583063494418280472659449824440917, 256564026570889922474977007643309941006965327577671213254397583264677291246260023736729904619924702006566207665032549074004122955754171066319832410747176697575093637938289968895255607043080339448902372781297686141277655818969927841412659173322701895968511373510840168121
3, 48, 896, 21181200, 247752949066289, 457075463817566208267326792994794454167730498791105366861562786180672583482888938238221234905227960084358058665660696835795907719679485307315289217557361918082469077467300908695179645183006110534674536725688768798815960164855626474258353738406565030812872784139997576951, 126031439481050887945057133581550975778069045828442540191246767813125236261061437441737039274877096550752166603293479800854504218396300873943283751906735055843905483163151053924118267855621735774208913904436294362568006334089760637539002625978965878702777874634758733358
3, 64, 896, 21023961, 18122697213287473007, 444454222988552671299143105828169152114150768862810286318986177656717156263021550187193856032479170859911370513404585489397897522004912474386131991130737393117109842390901486479662606090752834820008720733376707407244569280627183550405706229403175459156059041031264096277, 291122930222635472771433781065174916235280234323815629326054636211623645093475341536233924652209561053246074625115809409352958310090411823309755811202003938514248253424584837442772066043462250606474621632671248112541611930693561288366754753875041556109967823234482518507
3, 80, 896, 28162694, 887478583485002021511991, 327366595819758806131250013652897019529740096472317603880909117619263441442181409314397012404420143662496805589161840376742239771250812805770969368173932272196770144255923588790728409599830763799037504231923321067258625920392382462308371251512917406914191444804046711153, 148667266038004755959401305847681841729254933831116597845689173396240230960513719448421648118812337047120869868104370146922808382673741901754171186614705725947950417395508522291219431384118831847947573771092712807777410779320751113531943572183308626314831987914699458915
3, 96, 896, 28211860, 65336320287768444328397879617, 292946197024403616534463853577361985332910721110113684977141751780304771944496032299542924592969462047827483238824306193044298233052746750939934603034747957956014658587434556354780095897373142670038656681144738937737061330529800324602472811534402343593012725632755043343, 226945777686236913305875337510142990464736093046663149364497107231144630797632506231892598030403629812940764901110750652164304954263013179049925604739040826241627224053416036814517889913318495877857879707179369629554686780507366964581760722534525495221920185796433894882
3, 112, 896, 35624186, 3447478817912856571944103638739991, 335515094598129772267433225993369241001092968586438753004723849981389750480594307808548104143157421669487642062552631052914610861693208062081319648920510322337342291127538541729647628033647178228075032623567178863759591083118846026633568988939960340533553246579572512509, 296682114339845338534155702557730118288333623810165101047383532291880231308358430311903207049570118700950086609334596260302616335556377755329139481040959997356859223810351669543945130917590416262985486901206007701481542361092607234493336325113426612542444456133544276122
3, 128, 896, 34893563, 327390488359966628391153037720237116871, 354956598551144890534817271742981911191898914117031424923134310631493317260815634554294909117286378913406710968490628231973487280908651927538543568677646596514589907505384417884364328819205290887890377873132244447822976108601784202505493743849464418215346706922200491187, 285348771372735027272735547967741466931607680732671800417176423741401205611265810509463688121954205130157036861131735939459800448160417341296321488944824765983716258340546458193776799884180341867676249291282598369490467775884596765443809588077305305337997202375219872664
3, 144, 896, 42300525, 15563688478088055377784531802346305976769503, 455083397592312896950634795692647974213614902184166766091632850095481124971513330780676088096787907096859101873984259166479462685074804262551281230909262769544065729935005186470873735178337160314069464983820859436019091013269856952071289692354335429331942316470907957111, 324582993154938606572044627118058186164960781732422075431346631028993192728328613548839274571196960827971016565655155503739444132325694008401336164656002596433139975100602933671968685288553809713145265943859987004907208784057063627976790687969504420919263715101490096146
3, 160, 896, 41714015, 983965818312861381080339828372333313091777259407, 354357909038713443026131640347340739808167579785571360341978041634176133510785561448955068286188706465260430110141779865157473317573956026528397871817940699488271933086376382667213150313799918307659359337552936619619855244619379270790770961889307098233585603001465183431, 3034318702499402841877191823857008291105768410115779170461859677996499602148592115251516910320778322159047442845736680467149527160865802803639608897276260105244259144514040760173921198485189986364445102181334683161464858423269850179996126424192176302276649942581797261
3, 176, 896, 49624048, 93191606698727876768905915601903470400884589998724587, 275500329616053313814665605535475710045505999657916761097364757636152660572321553759982256162095252849715053906228632762014573090160861308808593941800475094643530227942389152679295013147248029482023386132935912572248037985869652473365058425732329188806238488809961898419, 194894291093045759275945375008353978238920787552148062270374915085359383234656057835534259492978878986019520458542386636198320281982702298348706044055306479096955191630358428557348623648896831665699735735140509584011345987061595329800578836907586961599471374006032551780
3, 192, 896, 49682225, 5919893009622938233264638225418367039951267094752829798341, 473464738628541971452557833202420830468771773308527821054301110367936839103719311725123416021713171212619756104950285563394735307618401628541793648401930818880738263803647597490743575130414142428128997254570799734230363863456860133236118711772377595481836570001083151837, 12454036299282161878161005669286231888346116500503142675636239879829645109325725899919944172891030906825433520755594391554685660874805134088815468467878527804634205784930092677528784965063079864651439110987282986925272676286676908163129028592980394959633428275072737816
3, 208, 896, 56464969, 252654685920388084548969739761339216510120644978924823640438157, 523918775195689652186783948322741590628277820716760404650787969194521335345046297109907975935108799346334487916111755200967579573506124889271301219755555116697002995720998822923439122456240896820748266926928481836763446539402317168984457691222437618605841602700746154363, 307560109494928494679706775899273459804821874963124592804964995804324539618556117183849790249488498798750450772857585876562325567116711254050952028548022374069724407820477209434239031423216132182922415642958786499250031843562168774248662372924648886034102533816184008406
