N, L, Time Proof (ns), Time Verify (ns), Q, P, G
48, 384, 10556899, 7027950, 161355047491481, 25730801706055613018878544373754758711640050712869512678784945887728315301983925503855645785325202599160041326218959, 304849746597949630766256753144292985055793135976362707150228562170081390206760203044279693025580532692185511713114
64, 384, 10565336, 7040554, 12537754280337255113, 32845505596593306136074949825791021593595164195552163664404629754234614587560690830722608481074248877855782811539477, 7077999571089388752169056862795353827841811068654002292464299284276286875812927870833174747019737541025323793504698
80, 384, 12538092, 7397220, 1048112897421067387816769, 31108437285476251943681611624624867218451904668944048822756633764966418366432564728019969827184647370225968050945901, 20853052765169796725107039201556086561889485711574806178462414750549443231688518209732557148561361694875643671030332
96, 384, 12665488, 7775292, 46676687378092475250584217919, 30713197239091455210850777884640112602428693445906358689792539895739953110107797956991771406923036132225883015211793, 2854761002200311786796107177369466287571773998190299827956403820627320221132154572695025588868434284725360569410822
112, 384, 14586263, 7792532, 2920010072331516872916517533565727, 29730750534462433206726124216929068063678101932395462147045376962629684408275167103887936213464727685035343995696611, 8785010507804691883760560917626710297494761594427566760464984169186396647548761417436164982762237040194548454460382
128, 384, 14224077, 8191801, 308605094244600544572122631683772189277, 31214555613340444493560551315556647701164522177660769115013556328404178914425928318282448906518492937356228715679193, 30595902736846289077264495005671586033987755072455987577300637248123789729750305431899069921044367412689304975807405
144, 384, 16659853, 8144510, 12447242785104513767032316259908723291129581, 21264413552645374949941344531640870386054734198010513940304802858718758702795989878418346240333779942038753889208719, 2348237977129420745933582631900179237509492609801415636146298072099684824780985125482345024683222354918177133257912
160, 384, 16704331, 8150447, 775450174686446424511169486651713255469650370551, 23779027827081807931162551209016431176914283809161139328591246546829696221319761668814851320428600832037289177294259, 17637487301194959154796909912308677430565018059917802195399880527572422529119242902894771401907204967341746793779712
176, 384, 18778336, 8565290, 78857377944199901083314094693093575430159095047407337, 36304183945361927245687708799324986094287254557414232806199587071792393777782522598129753533729029377602975474903517, 17323917630382465270717748860392344518295224170265662602690535397932383035321368837840609053539508555337368872962194
192, 384, 18796461, 8571540, 3174579691855745127401942863154843754472215953268708147421, 37750173270018905136079552900537615471937543739156677849203473965291994757640870733743046782690132577480147713832007, 34473554267006498122925453700664859287454086359128734853794210996802701402180553188446630033635783204274966238133562
208, 384, 20756195, 8853362, 306877095915495903220827215374433044192281560902223671454061269, 26119399484150447280423300503338420846775634917374282437491908338530158350675749910181654490404281374684449382850139, 23013895438278527253650997364939267029646083603446273954954868175978187838718412856855175894086254674646177175618779
224, 384, 20314218, 8845602, 26130671935576854033500299856330758986071088934316243209217260768417, 20925197600245950405673876451397880621691212044107014915776681496339608857893047912816954869213998344027343428594101, 4370280602494265468978798821686006495831848869734795839019461279495179223247257788598685990587240660684722813997799
240, 384, 22705618, 9190393, 1565465867473181212286728294198393930804985568331262732946376937560276981, 19813501429814867735742842301929638646417139173050235331649479613951860995035779870474556048198693161663882900266401, 9580800795665457636193672888688486966760550033933612498450614691862555987100622564325610816856918759165413030191264
256, 384, 22909159, 9313933, 72088868888401676692243722811813302509701959819173504087071136554695619326469, 37865303863708983021878465276999866073126449559553151565740585111835238095297336195866996100866199367904601234809427, 17256741146848369679280006680035156884878909660219893068952073961357616067799456701498273326031794420675147866777278
16, 512, 14020276, 10537733, 34687, 7785372929706155255368006329606629440807055353868758932594970838592889092135647894099809582427924078237997824759809206923784875095749491136354405194431243, 1397887263325349254999837565579662111926428848007203623638678213601678323941187747932886674851644959125144251980767752472180630128561099104630663756714066
32, 512, 18178338, 11321532, 3522824549, 9380638999861785141012109032475836275863466586533270538474485562165869188671936885653131073880570234289677300183823684827400811684542340865475970685511627, 7978261041355727853937119166480478366724482562815927881041953013233199255952158047573673084767415105846305223775879632154714698168797719544517695172184910
48, 512, 19559741, 11532991, 141326046278363, 9791238664614968814785396750664661012456307063880597930055452167590867875658752405017124244498878827418077657252113332398305022425491896066361417464998213, 6864771812578723163540770636743982714310436008488147330593790745555155231194338326745086949896870799311404882076794100633172124199857399439964513080027254
64, 512, 19602396, 11510595, 12085710404060280301, 10621857773008462185748243168553851119074640741218627706037898061465412538634083081680968927557806583627060224624196672550622060882696085075341608046949671, 1164380680284549192663120102400164028691642025908474568306851063058907174294460657863125733786782685514468615209136153163870476016643307783637879430567944
80, 512, 22665357, 12081948, 680119974342906476173649, 8269823511655023908215829245428553079517157590298259440779533787618221490235204761653606687338777986544748359630158925542437787821686155548519472370319389, 1910849767521510043801579226852033492440757156065732409774819113539228869577711275675787883076845665347024059882912487491113978635189045784861029829395218
96, 512, 22127285, 12758560, 73408121518048172779647088919, 7209931743855964792221865656229773061072193144838041185520768501620683317845649666194021701395474854395140292068269120798808614893391036899241054172198479, 1812338041907725101382668932171421400191176730535264214745912313346650316097665431055318418942575722510442818525769083472834282763690861932720299743942108
112, 512, 26075869, 12656946, 2835922832564808807908025382923191, 7805539374807965292733699605164324329065815064147677927882556181109085384441787183244218154301827440253256948796118853486900775839715242876520913068646833, 81486703121623195132718110073789559980169290274156008924986035095698315306715185027187130676341794910384347852340025375906312090369862740247971385368824
128, 512, 25679725, 12701686, 251545953306672563754893662373600017393, 8534789470415860864395135904800657536653216017478517588281635842365223759462474073519336249410115182136088478315993600861005215510559210747860626339024773, 5288812315462337533734304998754219991381595563510533628121032276238804880712209345377902173209534434659097502151022374706287956563538725233714781397654800
144, 512, 29506381, 13328871, 19035850668525785771987460730979543040719461, 7703833941117748977177951152453449465216331450739599486562113272561683996681557144173601650348614314443504215271399506498587030031787168290909860403866863, 5013395475121225670310405595659348122602429931741327859057866855274449263852742142121678625188967424034551717275234383226150819654454092019968300103979699
160, 512, 29448776, 13358194, 1141436266580472806608181193431503130698338645251, 11459942416504431230019648664043603078978218540242027257800526062081677934576398104553500975066813363717177463435933888976987494258928794439809912353781949, 7141992282354794378833683649457335220537268805833803248967900797841509421390049512875285896580656235317655142767352844108461550409749094580674757288997534
176, 512, 32870799, 13914339, 89821088845858679861867067920769775799249251843746029, 7445137876867241983093288165376711667309534309391906543721722257785812935802367744378168043393458022230518957150971858854721512230897223877062324459078393, 2094472281910704179097216006294653674932840661004367854832839059645209344634882957492991362994400594502617489629781217879839913284310220388876555265492290
192, 512, 32180488, 13921265, 4782147527235012170949841620406944052161452406832292506021, 7599658015357124372705417503526210254759020136071696840888712493933263821976480459255638990958272924332991528005223397991628076525822849633759745954389873, 1159543259265845271663389302288913771924743558886863020114973971018631894115778235373039148331949932221358398882284282848083648989006302670512305024780157
208, 512, 36292041, 14605223, 326634464335796329606049408243680611163728848073403152502095773, 9708840544094853131678013947676518021560365164468169083809408659188320500990704592723774368848019783652307552563996908438663545163005924254145523045150483, 5336679284448076142556431257784084208122131768565891624732745519129629020424532668953724769907934626136446259514103339137994948174451769382330532715566592
224, 512, 35681469, 15279075, 25293167985666417836724292496454199622182833878679223695769474119371, 10040941015203099550236001034941725707647909474435209834281568134520159043733578893863372887329468111886022102359537269552010245981350447396651414090464447, 4733836949497809318983482711295294309980894426843962864139451322212293622126807421208129034138329053098091776997925333931805810487456940344979660069126803
240, 512, 39719427, 15265012, 1399396008366276824498206915463236083439329099655985689739759550417621047, 12922161604352434528023685423378344847522814231843098194483233966280022315906861969553722116701337785009994110489998736974279857583977101730435101591951587, 4674071723746791076134122370874119129144621284335504588924838458134298743288429283671146263517689639712175896011803837765599345718611537725967001941595715
256, 512, 39122761, 15226783, 111672617682670305871152402728275317677764113741841145830698609503546140559323, 11555877085876475400222644938673141570021025007332458501893455972094218579705602903412302586399341079635741637050747347647682106812013705621907682527839927, 9245025017678038246674092746556449281616067607230579502475966491000822308226077487934056691841744165813982978516029254226152159246101650931647370771103132
16, 640, 24020978, 15169857, 51563, 2342895991594145865239653655280678394842743024849195499653348595574270158159082306833538313036966682281930835642939497248129741940843245122789922558372082203454750070553400164079287231344146143, 1730029188466626758124589324569601805142544294303087721653891830941720515755601626693802051683522181497739366571808064131625833332195478610527454845479629578298907264969125066165721439716706028
32, 640, 29500392, 16273863, 3935430533, 3990762216706031379748250487199264858847969757354925032444412921102899190102666018804070881707700393199749984593709334499021540157374401084689038646415758688144419551538020341960003445278135887, 2257950942915394476300505295773541250427189943108382358651169744228476910186031484166838973239891745599539555737560443273198699534227527595279668234459607672030819974598902728750514380655171303
48, 640, 30916585, 16289019, 197245184789491, 4039244332070821203212922130683967083089431340676290289309350718458076870166874343651275742061007935206229991334165775713240068716196225828102568429101870023111876390336023084314358094479340457, 1911811184025128913459741030801305529759207477218766186988645673911456951197023195490337652725222072769852437025339206504625226300178754996528136506531115649841803442789012638384099389630668452
64, 640, 30809451, 16285686, 11461443210162275951, 3276153898980240945117228667425258599596205646422709765399561907896233807454672673006787718715457303141488578950340576418199437355686803528176123937247819856697423937313091022927792482102802837, 894461802256929388366775619038162397867068651131094906639035894189153722879700228026071733062875040090797546170524026628082437413894779365180035691360586951176596062423253323556525179604692507
80, 640, 35537668, 17128445, 705781049421340304143903, 3007113943651757557006515673988639110242460039714655871728319184233091713602095491377830484133368111929912269431409363713788512653297386871547798529419136307632022406339849142807737156075278267, 2361358984561165835838977855406749932659397631644214440482326643255328210222150802281797735545847454208369805224650232856177046889976735682014401863882295236196554035579734901040198623080748597
96, 640, 34708294, 18039327, 66129053428676211610878911597, 3679472400856090759634041726123538800918603451479407909285424682283598414403920200770384567562279394557426394239013817401558820783004522580148264122020972920247246602946024854036956695787575791, 366485672136524163520285458396564187912559716452569458377584391912960853394999342148691358643231107245189041197019076417274063628745281214282943084456802168350195797130975969126635863623942973
112, 640, 40206561, 17930734, 4867306792847503697455609242106807, 2715236538064118919328188948262950641861765418961825996547090739552918877627070235604569916488040236554595684674854967058869206047394655097609870841186832809045742173284853367125766526759733157, 2562635622366514612529817180423792005293303751600132145359976115890981970100168105583818516724024553575292063319451829227973232379415797428935858364815013554626887948374672497761730185266931437
128, 640, 40418227, 18055525, 302401921409019637191623188814909443397, 4107346026770197235900221322544187795758897732950167891103811399469455254184628101132078626658987017734207124273930280511677204103401139199420510037426001075241021160982760723785121841280064299, 3156279510489520069203298953986358108891127309148077002187341601579826681824734338869432380921852957630463085089608302613204071583284871667192092101191417690871311378317277996181686511239519721
144, 640, 45600974, 18847659, 19070594554871494856494108315482291365659213, 3511500214764626268329403275331464878289455764747673738408377614907751563576248222567613567600919627203014541619269175588456180416103124507691162000664273868197961524486501451555847852169721887, 2250874465142247268751240544261551735055691692186809395128855029831436776315135339885318034703524489842238743394624203074632193447804471839054708085738200691620332085562290714013296116211028426
160, 640, 45118371, 18898544, 754559028406348887764173409659625414340123863281, 3910677070710536657692100476982685324086252042128301919726285653328045482732539086924586667776350132550430183302158839117188117840620461898491669126254475208614248515807319757374912122830072633, 3620377402899157433666771299730674399795679768807172317238206498159344484050318840233189978457602192745578150882608561885122931653291673213036192076545844676393324242820008834088598106281599401
176, 640, 49858151, 19714115, 84331309762064740960842089746009567668915168012096643, 3897976809601448142092655772999415429994366790387446774160327951705650930380452081306052764010368283402717305290659289733381412343396893000925605663045582025324735527035506266375639408574924773, 688312488815035909487267799472512040263432728458474869784171247866929091204820410713206614971249310674675966619076365205917664535197325448441645683907282257092911418209507102391567126997221579
192, 640, 49909661, 19707344, 3273597834063612861369863238537657185560604940965273901233, 4069257398038941099709161245145237196320363884794134055675181738117169158787675469455214308134269876090698133183501763938538214583234288749160935736708831502310334766144816143118575844480948581, 2336963171251766551426482282093422142913531256879763232023515655963628117789531964252004975127802723641656083539121062940581112639955874748142827301535330506456342216572195592590868797243158459
208, 640, 54427669, 20504113, 223685530075336314640566199296879966951186243965378328703158889, 4012992452531135466440379692794603604901930321175527340292672203323077413623783075656486364510180133975746641139421604414920258451846750323195725220885521458766720556506706062847950020223210667, 2841004948939447283942041603637066812250243845324781037744081103829753988011999189839672314514909529873285820724856558595321861404668480708649390963385496782946372810482319417724619104510349766
224, 640, 55118345, 20633227, 23415293275313830621173616200483322301152858491245717582494059475481, 4000993074050358982299502327108160139187652006232918639241930241677491769347178772403809538674406727789056005937146781842628136107511318496679569338419807721103564705457275297801576028746671879, 3875569098292892247707989686938952265483271824763265440945688733027621967857942803524744917013082022061865650164460661678364054737511183705510629546410653186005257925613456067172358679299021097
240, 640, 59399949, 21464475, 1755637456447796178713170758757977498672628688937968829549480657851493671, 4047227121487658404146733485815816976563738257767469321995138015674180980567952483951264762077552102558214153597026215098686669123712595903727924883991448079023822014649790433320604188721200411, 2657732049432502336282358197424156412942693923427883034535176704023901526098479840107639489910105027565004879795543681495080413405947196600002892419794733083450197024432772830060197645531394176
256, 640, 58448909, 21421454, 88590918919942864922896929017737729036125517892034112857393969003723569901971, 3044497230254038381669803446612701746594071607459351640227931347977505802401120410030712467760300538551513264616787302092467363946220189155091348178451192880703910957075765737726131591457287847, 1826584927885421793712447833839855452886534124092879176169602696746067295304914396161004388897989670155038875880521240097221305813570558437446970852425767439071319442493639805366407956584351855
16, 768, 37094434, 20953227, 44729, 1190132490081340725415026779917284613016067433264625499321598624620597658202584683609323845311551204853319136573154714821802290548707034020222413718988177394652463620876902224890551815333695532903852037674612829614566357474390028241, 392522153111856119158858588115841266745769988985044111999673037814146474840997703868273595936067181876920409755372533737381984438642185811894527995007711645609311887079206652213718847438907193534841216945510651855398654965042455791
32, 768, 45517068, 22385097, 2462785649, 1056413266047267659911704228280561959933171220234823351041043123745263451490234870092119704212921433342367899290305956484865946295317831495813147152170478012482990398884126877642930757957555170391675614491757599054626140562984956591, 1042021017403688993434961327189655535531529409039569408099410733554250939795986023425447505692491473783776082631546036425312486721217832077299372332009389649793776857601744356430840611048675232951579087649528945774985478352576875815
48, 768, 48041176, 22929315, 253116343066967, 1521457808987610029115892766160892214573811043636452510780890700858786241039916605789453455508067808002972407744510833841638294898150949280555161602018974279110827642825023973108866794990402629642240818749499490044097084624638782351, 318955667228047674273759777395735005003250834678491805657354950715475312742669301508885257791615767125912038811553510685785671285134615789241394168474042598490166640153411121780395119802868191488796882513440145645854784824706442470
64, 768, 47859875, 24039885, 15746326610030545591, 1520728971350697708019645125732735416264628181929357999071792658600050598480413392138293408621042747009403234180748112970312882093668736960601762478944594284868693072563608518300111753185585080804745971183576710339599454547863112173, 100105862210536036828752096186814579236368111566198704350110098406642875162921332403656053358840827080952807515546072242038289042019208126815375709415360016137546385136649547944601564756439956848002403634108385759749692289798775955
80, 768, 54708554, 24103113, 702077717756841831332899, 1321042131188808353477942120942187714541548243088765016359047235723974179152288360630009213732550133015947034374195151200371320170852931088286521458081800267489497370071216595964563721990157853258761427822376467528687493322842027611, 931534711980626630834711377832847182496337248576718576873430734820061394112454082431205813815080361264239947226074840536127211775799067887867787887234062775518685947045754269108479540986085514044478245024777144387175771363454863665
96, 768, 53380797, 23896291, 60584112713432536426881792341, 881618311234185370578780865822862526925505826681415272338981914796641952511185091963017182251760475534977477222845387398305687590936219714307558530195656638886515214246176977951376586167065322288746476569810010928121518224868261977, 656106799260167337300643935278236948013436712594688107349254740700262279451176475645805403106897160254006506177024640498883011364137441472790023202862916331098904491165501024230072572727368011987744032886699988457266240564838237299
112, 768, 61325620, 25254361, 4254709119200634749951443490157263, 1162258687086591280548029315071277038083940246208188557986825865507316188848853889430685383013360712238481000995162522620252340593000935145534405181448443347756007931141972470452505430405248001539379980068579803285565872869356886891, 776532449219484561036151709001361500411151261176467582563411953431640472996484743486108104715594095599208428038101576265876352038979125002574444138100548454389486022181640101674054783548089667048444347330246444258672696919515713912
128, 768, 61374162, 25294361, 241164080411912233813550097886559141017, 1326543679728911799894150228046822789264376257062066711885577073500330672940466703347033246382985427501159057979276938375397993715657987010521626961261286891648916802457652434686521773525978987768985587072050883978876394950606474937, 749022654429696260322309844678926955258404696818512601557368895982713252547145662223515495061955292397291319239798145744535293533828537325834240312850214066698762265490734617978099046496442978506167563756310044578741677266847609934
144, 768, 67947999, 26417066, 16981490843987378376531164538994033381004807, 1027846939330585159018085552609258029081091565930869572760512750097325796119343197123963400073191050582535763563630869310584489472708473893167391441120659907902182236512478175313476236848793514325553401923668003446278893566669312849, 614695169618494634492624588642538590019477366556767545991483050750149736335735931499288832156045757734762718524006362904891799884309487806356099363708414768853880546772828576852875427637541139443482153276537851735779881407771165505
160, 768, 67840551, 26459879, 1209922045506995248071553406711145422330556571201, 1341074553539549207759939130485496544524056557047698214271283684061476499885484717428997764907135479025328961136181628474046286775770171755316121965066662618150014554787552547795897103232870895006107260442890411252561930176670259379, 672424309745448926727157917271086506495446735493349701011189523908093245805196972783194380662346806330754543859342960400159193149863163120828373789500887747483764494366190140673148047148315861360150303273052091754277468435273010285
176, 768, 74624595, 27609668, 68771665519935179097909484547131830019899115456589353, 915546317027842261228577580515131141899562988498688753552270511585998885413721277888996982048460884760768748397459492849407248388613729190577996973987885536278731905262260915443816842981801993296896670971798748938736186409281241401, 25303886201391392600299636110381255141330492388074404704166311761211018481331345759107272624496206375075031628796603839203156387609512434616580457463659068667467234062651209868427785535023463657696197288955568751075151304847587196
192, 768, 75324334, 27609771, 3656937612526619279782318655734695860109064884561149400341, 1089810649708013096859343601288912436516278231902492634890016078625766589296514861669849773604253149808433522400657561400859724065756826449991506347057564170659391762046226505073240833365630405324912732046632983709420387261274918143, 866664179442418933083207648282341924125901767273995733663158703221184332300255106183962404253010937489581970896562830125410452290489425094742372624211653408055648952604931536942969141590523083006430169819629075058969906047729304812
208, 768, 81302860, 28823882, 309158099513367215998701246620940902099932578833953529199919517, 1046336114425743654401602826541242954754872686848822599246098149349631519313593571743404815716575291533765376513066496255812061872287554793763489269992390627371002770290671845505597077500632956124120176838642888038814536504115619339, 12402969598460775069451836391641632885701211208250224623670621194313987438716097421127745741620007639163647657984281377955945514126568785666513370776744845089154611503476862577957268753928102998950751292053796821311137458732654637
224, 768, 81002132, 28833154, 16966062109627398648157905999874578966984433728950282625175559724823, 1015814497067849850905478445390065566049354885630814912449299836116812789349143454570059296050595396372498759540535559725773040098526727594293836239826191628313320746277021464280454576509339568231550367421223214600157694502602329341, 753904989277610389500944781090219561629166065589726540946886983332125752381004812529721267680596729182262357846144321194929219269139083619995275176244389745402789513145885234275374506042588474887797539223277393073317767958924670142
240, 768, 87583052, 29914453, 1208228461166464344774409506320693035217477018237913836627563467976482121, 929567372347875246324753796005913801276922633583818574839117199213634935626935032047314792384514318689010819105287301086447895483476908493130404181633414685512193231871324344217389158685856113794183686362075610422435534826301754719, 670344883302408674761117208116821086097604726699603411923691100665308965572035533377135153559544802941913554970463200007856434090544540220680937041276535863996062308987166114201223088688960146221993164879453723904280759225583813657
256, 768, 88032947, 30087421, 62276983612984575993636466802753418770409026684347680997525034280928913829773, 1069215486993646318661412980770473127319715523580812108277192492365381526497281694207305270223847520630110434425012450410893248988782617016478013876498341328248872554589305585249206824325446530811201981228937958167040271167113758901, 512044776582899950160038761636763708418331905235668793511408446120000780541221866353285704541751566565275890078094692289690102714763956915186773037246390349420734143934750670212663100223281801023868995164030588041990020683092439402
16, 896, 54114076, 26942429, 53899, 349938784267448265040475154504155792304189120678068381871599383232103749109568712150564698692354466513041487510247831639395328037171588518920678529981087103273756771233723689245275880787728857079128359389144992811748211416607585448979684629456495997003069184723005187543, 325192466127137516623887558316570781776401591624812211828216206178538851862042894661093803728180966375132064805139216964921282584266806784798371523461439119664354370327316767214508941517156770026329578216802636533206108811820673116306583126247301663620627925524009865541
32, 896, 62918949, 28927528, 3132396073, 267334398237430301077700938362743595478906912943416648819824948994652590248569057801240954900779605490845928507138964458139615066910355773918632989596090203736014101337592504442162429541714276931692434730673525903120693917990546666184142956205519746625839609760384737797, 139738022164630027445294323448657113017205720849220086822758858867426082463451271291448384487342862642250226540504001265986112645371716325005233776627743102320129948677996868837560834057731908973988529782184973762182810389969148438066253348150912795826100953139008014502
48, 896, 67434615, 29120132, 190876878211451, 467418906467304141845610858606243470575496207908311288281643270694831944059106145900054570511850478080235594481729097607214824015209178800243736151994083659934974804091695032587211066734725908607828809587118559881423359541290183316627354588830720392130791895268611135083, 467412524741169858971309665308809431568149514148829719862010285859679242236023893549951578096024562750499523889156711364732155655640512811141113138421127194631983481045400708616626390169907757096236657456343710492605493626549187200194165245469720583489007536673393241905
64, 896, 67752062, 29215601, 14150616766718635237, 435500088176800668276545233617660464030763976043235110319205163815211302262720875855452530138072176286175486904462811952049323769158340712845686502681253345470177373423958529081784356964300091801245113662519173273436151802193690039639305412459802225268182213665452489687, 369115522220951286309236937407099955793404140944298708029381104015899513832882126938840692073757171345349250139908441653938199150408874993397155598289689692713864839518853835116562707467683335664438980202565859861668827487649553679899949691433829916520283023798317836167
80, 896, 75801624, 30685701, 838201503789451066981277, 419877440591404577727303635833610987884327919011457974629585690262633704050400252541147877246515971426985436555542212298802628402573497012813582875120691043797577329370015309351919073998436323034213450390278319096891264286781721220770044861972751887023781809001515102653, 85982542320178507786515263436606829007715307585917117108564257055404782235666808640480219610197431697926510390417780558736141360973751650268684912227322790637502892001503141410902501156236381672836292878410928319306289355156141959390700132580217206611348661899739060074
96, 896, 76174540, 30806951, 45345888015795356408779553003, 360885633212215161228921166743998724834960496934138735915321672923669497936012268538193091432294915918833622981156418456779508154184909732350221663600932005503317956662990404058500840353895911653883200855118754709718324466271053755118559064043328610631764316744198787903, 346881524167889647950618768469733150937806367508976414755440192401255399027203489854682904170712622797075801959571345722485668006111916895815507086699551627972988764066157514881618364615432195442003491762095597857192032264876555647511344670471588290888516646094648306837
112, 896, 84704830, 32321009, 4970646599932718720462058267077497, 419707139721495869716518211621320136865900282805875161273169334394175626230061700323870845498710613950149015736729248019075004243037019307906543093736999535607206012391227828917870230306991671312732274798279447036895837995005805097571854044422039038760209996797878068407, 240642396996431982210862936783240489344575291977276788293119884258410929056330174794034521415108562414715508057023683835929434254005265613499787983483356321902904698796008405689020567316493453287201786301306816068945560863314605462381715086437771334698910496331752663875
128, 896, 84522279, 32276738, 182314730952164664730247737850464536851, 508796037549249301830476269698043692365045384311146473156704838534718739553138350373541231740932292353667371952594016823197619136379299499181514443135819392831855698381837376580626351710569083076828624627970504820015584316738209059405506875930853685212662159313927329251, 140993670559757212350176059619832029852546326942340513118573465925562302439660333712265790969074265703980813283575424458512577877338920829105150241745162013457122019191579267534184956289349272545195803578464135911648550894821250802475746621611069922516405035564939727287
144, 896, 93259703, 33975431, 16362486621788098318663064914580757370836827, 415964831496504895987349005688792386475822756703001716179187277002484886499729908170156563232130138466398143000078297510441431719583127726208639116450499077713936588020672344526922663796029018911340845171760220087344862367651217457632419411772404123516485507575657948761, 359000055932906157024583241547450371003716911504506165156508415504229816607843260071935117173338759261116868853972514888352169493803280406141167756002557923753370690327795486473220129084569833947779832703345713625792632431241825781687639556460243142410380317673502768647
160, 896, 91266740, 33714911, 1207906611985568608134496188376814862703908194131, 296386721055399711164464819868716112674596600194049944437365063102956857238653967023710675789422161542606615990488079828469965192539338921702394320111130035594579858885977144393107794266391299497620995493376195216589233630280296510368906303586129727604761595013395312117, 168188097092504599650088103335064495447881851972968520170704066873779105242335645188916079505174142585167648210841096621463763716283661380260130000765942589337360580286066210410003779102241645085157639148871552584216161535955547909140549488613046947176153988108990033532
176, 896, 101720827, 35417355, 63941754041214867429654296363940304521121748398113931, 354641756243134962669986091489695749084475238366040462154112946047532569234343562078933745982487788445776739919022054386259832787823070675519698827892253658373186850487547723847569948081284379284435009344083670383766891097078699305219149558470410253358871359621520394809, 218036413857593141532843687185581723534431573683591962688472715904798897922626308741533207139052548682799343751393998425953704298423696954955655647900011332081296308645364513471256389721494069845506992748394152890465006229404063037741532565252208274184103169953095486578
192, 896, 100127342, 35353710, 6091257263234774685657337005067984144024266030060644482699, 509003220041596258661107823473808097015178197312504616365776707833889918977758289619459649141836819629246646912606959054667174830787221579136115524702757794235886658866420622000947741101310672302039501319913271098593360658672573364049763670684858452706713251417856168213, 286902739188943989199343195168856278629318560010924934872322323151918708539747444848326668867202687450108335575083972270315585764543968610203814481841309649531099746263062404936862721906999115886386324784598685109551369756479571046584217996356869542442692585271941141530
