Protocol, N, L, Time (ns), Q, P, G
3, 240, 896, 63844774, 1059493315627232934621254620181795956371917630790381373163775902448080089, 446321915704416007004297223668028547679186834986326893919498227846186535707100674466608842162172453020812242000296556516204233979661232576214968619715748235354505727247068233817833048831988717869089838201147219017373494789663844668843528345692140371351482115802514744109, 130001129523462335475857392915767149743441027724957366661068570870625293810659793511479316875410283838855162037945230067991864975379345783890196507920006979639213411054759394561906725080379698362051117180711382526051816021669687950067391836512287325718822688231792084537
3, 256, 896, 64918989, 81193786887045686292417717667172616013342060520893209529035550680095802749453, 495174106770058565982424183475728181904706690755516641865692206294198450456891809362695671085870865950496543865523416277874937091403565309294622808327804245472021516661776432119196486925498608838263999005185461777028858176328672134352660528923394665488445238182451614819, 258233950672801397083530741590927096445969724715448357719829870221697066679897862911802459409433198557995519303112595197150426322032233135310382578103634456131533796414175502278036500846649128474243911892789615113911202480347724996160748801183792196399356886527486241154
3, 16, 1024, 13299599, 56149, 149500960952130780887605859398026578779127754039858625550885838823955879205817009920291967154382919748970709478358796373653160770750676526987925656318405794319778056398532803716231288001915287491621239445282191991802671696868155552147640936345626697971848761555439498085419137362887365155315162380504089063001, 77380275887951066461343276841932625849510083596365514328304523159662203480564532334820973203943161995261969030497250517380996707478139941980097371596458299415143486787002751621978427998150035093827590483731028338683263378954296128513059921897113938967405663221893626548434948066654032784977992023180178519927
3, 32, 1024, 21121141, 2593518901, 141689382829250807304580945089370872918595671338877401931004782063574425042297986405384476212802202497801301370501463074908121446195110351555232654202735648895634146261518316155376771065749121900356089926773177896576825238372895025709741923788821515063932738380057604263852508470954571313182952402524891908243, 78831725475194425381936030019034687060886050021528643943323972040781572736257905210730859672731001148143035563092021714653196184196572564210305395673793233235270826477512353918830507024740422335377567510695058792293575630873480514386206205223616444776696470887913753975277019792366983728686837946632898073435
3, 48, 1024, 29256274, 225027755061013, 145326497806281479663505050336411387893549477943695947614106493102984389921897524670366823718808003656195786119707407235640782887986600474464106299115170707311833446858549994346495213260722929028358424859916293780314791403615716625313822527304291564801417424568443807209639877276526564790364301085843887253551, 33667532566261848884442362240242033815123432110466865540511409515775977584679817763978259134186551545585228236820423237550694429206323811599217388715005834614238287910979467825425276882378488290505236741978740080153370034904693177053762706000856785856256567945774512377388481230750225412489353835674360613799
3, 64, 1024, 27060134, 13265474359208762323, 125391876007286684746430946933149187031406881701794480297923931493350191183770844591889277851343316099609442426660509491080088268876043600526303428081825006161399057088865555480544041175615357585208165715544417821280380917127207926468537257714278660568019811095647611464099785489771352743416891053140351538839, 70863888481674921075711887520152590564265533630313238515830542690360959048959489020274363672233807354476331317829208693534565001520728763268450778824678070979377553550275778037871883470913640074967271407285722615668473541317681860678134872880267516681021735093993153189319133325034726072638682340319468231179
3, 80, 1024, 35160075, 1172988368030042808042529, 121482355740758473079522937797097938712320581355219518334969565878847775676741535759770107114961620062749574066805323713481489011870727777279320410041388091465357833134015005489280426621361540504035659286844714677917471282206365382207060659878042388523837740586605562944173053836844405725520407516898188136633, 96357895042487815165355659218002257811414826185284268219494482011350418825166494214413271694064306951925293409437486924609984405777578500506292716826615146845202939035398574794570634576989140319061877311406852541656756035240500235942977299638264910882511915549114779864979123002855216298521450194767058878547
3, 96, 1024, 36209239, 63517499583856484048399598859, 116456229631949446177863790664536033404504785854597738430246646831983944156476649578198753194646251196078975807485186052559280257772461919830654122634058299037992860125980164942813102492545113602843118700812576505492811493185589387934217517757324338591877298304309674369541895447094825894805533137053249452287, 11269719697845976174969626266460372936183008357956032482595372746695583840061981880228865712973782661449372577592273959939275322736919382478438261730048864471981350205053531812226110526242675203188398018799205059826903212132474040147417196339563398003626113666478611890542142043521370531887360549102611514687
3, 112, 1024, 44758959, 4130877595948466623083726486694783, 155829458852871298395529585131410437656692809627550133890341550142398876286933935293347591456464094636666921303215663342374449805992364301221105637793322399767092992512568401802104715329924669236645918991373907698115180779427368038473928715403093179915498902763636978473242989074804070725116722414635089614211, 143329447084870116977304142456895660721179719827311445517280410978602374938782141162937908936251133680338171357538209345366092147413902110355031461389841099245526219431659562007839822483396947549551211594111748728848854262221569578793522550827204939655188499927861053779013924913422102820715045700714411933933
3, 128, 1024, 43887555, 212752645456382264299106225949104169629, 101437645737816186048140004200923274160277970249562253369645688874380865344307314454102809230373220266938767263268569707107845184271121808881376621799572467011200874639962713955238245326442566340512620306156336670607882826399254862159825428240495520396091747156885773460671740546211606990773306803677141347761, 13636930253269424736844725110850678359051051360420139306129738767666535177681274677095582745257036682326560568459638210372598334675236072226484242984465452197899962504494052106460473513703134686975156933594834250867164788106327882724058655730576544630819567829128064826961647509273744402758635121498051971913
3, 144, 1024, 55734923, 14903339997629239139989374877742531998338503, 105843508713689897760522883299086506562022351609240739124241297765210821997278767433330834748774768881523112464681633187000925836948537744042770092446981971780968785628555735905232225775455280389229322763405640163692843945042532473752308982090961523415808128148886723294644127919407236004765456367309756893741, 70755320860096519995813865299712000183807414121469177657495691987709940838760688587548369506656996368458675658188223660078192648472792088276626830658138454240297284613041050450922391348402226569315486906963542144672281001973280643716336866900438794887711108755985298936826736738458554508227892009509081015070
3, 160, 1024, 55800651, 1445027233148806975802900635151423008590131021681, 143128967562982548787313151277541987685171937427003801740326929849839819700837387723784998800936270664411338453688445309374013495904386615232661468715044262278403973339538376107358342316881192431487851054636482176261787734762782488590919682608053839800873990450591972138586427927796008956560008940312016492659, 128137222675743381921656624085963062152585538259401093092807276244372916225827543802411383337095494111690705476879741201378050438222966063982492074815633110706131340181939184549449175206419078992871463871049926260677095145878632835981926353925843840960810377265516465789323553538156310158633989170628869202370
3, 176, 1024, 62758083, 95337911208682750043663366935789800715028565252473681, 97119208862502514461262282196069940740342004657571453022693800821257741897696452633731303114880614594999308288808693205688177837180214590693733826347367882258950799769594003033747843724251464868423679220264065240849701440960556116701218465761375707793616242266600214024845889024091656705390375507978542248971, 21485011184992222884892514907124876368258337750548918858354707830479287863537168754999239767771819965479960226631799429453741853179666942089295499251173558829594056678538547657353194540112586142279677935725156644060172707368211831972277350557161240857368681109142383317095035232949328035522755275293898550489
3, 192, 1024, 64082819, 4600478026559954397833669837031604437679447961736103346611, 98547449547413004278822714326282208239517124177794075912157844361456997768198422634902635963428935498173986318861988462090871877982605809744235488189273934578853210120300301616697913159142081504313377569810128889497056222560889050975689756298307967825279363954070205479371784531658753615389985277837123116389, 40458992839572587064059347838616192923036853920045252044744520858795466197904146979934240784050951739538251023153734563112235890917040418951169076389081808769437231654362346121267161937586129665480204890242053000147308359783228370712050728850060194450800393665786753365768953058717037397392525209661996891295
3, 208, 1024, 71614676, 218837207545304672996432775128724916240457284643330603622286517, 175749260919983375051036466787833721669252623968281241111850568137734363301590390020514811534263366274027918620037419577838338245676575165447491367225376600879468326589727832562302691732323483450756849734770953825074570799182588621830858098830636065524136745494056202323837696886015849520086849484347813865573, 146543522715617677949959140809663215950433505131444980396560986074567629456231150932483150076686403825710610652687484818447175895868463533598219042724838074740117907092045091273795716023130493910702671104727238460396514695566753098133117223842368639509996879021374658447577162853206823115407272714818051186052
3, 224, 1024, 74884302, 19851045090276256515036167156034890549782930910974306533855888097613, 100392324157395427819942954423600033206469276943640771394199310308437337045512926248060444364893962595507500137241720204624267626721636107012455719740477995291273307958361297668997861931790250914022749061806025489585623975703675816024835094702029275086096477137901221492169608920461831386635248299047826266287, 31213156288547140973862483404303455208524839152556928289445460510319689598754120444119706013298190792177791539403930944543303890165883461362227491242758534632541720234437653381518452763228085612344116887764345489886900034648833028110559424108299412953567178718736012328466009765883991603556786040399526767825
3, 240, 1024, 80887257, 1540901034694246471588800881853068081240478367282800259504665982343277209, 94313340053264138933051804470763663729151030265676383008756343959115503952035738390353002132571908203213004585365416117723896519966701099016116626912728350894458110899807764824575718756036828926675581460777228283978825247809403779106253631300663553833941634852093649222416806655339328249833623349922050367087, 92008043872298422132340076698699961481534614667386458177235207728701213320402546824818989807316186385901342303655699080162993952339376429056772451372178500707268008978067452412487414510900914295633608145199434077647089182272292747113035482091493178277666450358414317488835117289558442862243411906039086428499
3, 256, 1024, 81003088, 94747228672078517003630010033690426799981588741504061818891992013716149733941, 100629879550643112132974550711934765116584453042791579364088833608785664308111901215122965715148775764451254828016337481755131770817028862574748233411523933701388460085143442391352921475878491417649014496562132041668933556622028503334190193198891500032137542573913325221122360545182396753290286144314871673263, 25496493981237023040806194137878142371051162599801307414722569230612538644821967702056708691259147466282909668395468062652447328742323787066742000832134447411415418423359867732843206945338290711018145907122386502248258714269902734730921122862038789090342921502432477262263092388010591423352463087686105478430
