Protocol, N, L, Time (ns), Q, P, G
3, 176, 384, 15958968, 60970194383640817944847858128870263769824463780950887, 33358350655124822345600130436866752806504110271605302447035302251276507777021022953768897353015635337412386126061101, 4069728950253600119380195475481186041772179985522191561494684742975312272320579401670703260155358764067534831193771
3, 192, 384, 15713239, 3440462834550733759443604457129795267465877708431164071943, 23335032111447128151191750945581162825741244504181419009144454805399476221698674966842560949259455595686820688484947, 15756252494288871602554772185188530815866693580756790807251556580026743424245016842835743592866689788001427187919126
3, 208, 384, 17373182, 338769424818750122468808586897158121430936684532159586273622921, 21129935969862669177425456460570714591159800003766615020018965534901509766646183946303020775357937724665211165915283, 19173149205654023578955297125632586347595708843914646818732013151976740455083537345602554898898331786573805152563695
3, 224, 384, 17212818, 24965389804842118920709197361382956631621249289803714712986763473543, 30154672942792813046454117649746372882465164023040719663585324245077647485688353354681787317625988983782915455763157, 22327605874145340520814866232158376535466539772247039677058775047519659827469023157036603019717968841669417243891086
3, 240, 384, 18545002, 1223554144037194727740141008088764852533723734610762924339403658881394031, 32606008582823333639967028726832992745977141221365861702943262781292252283881142330555476341299843974814545683699389, 30531283411318126882518875449917561370790547485060225052176916485333989166824524380737138672448495280208664677384498
3, 256, 384, 18621981, 99628766116772551516498631713983030503174364032198625019474075676902982080309, 28176544417346371127065721880150960346235625001228317868876269591818937831651423944508607947218808424449427290505753, 8504977792579365359353134881594015206641326690030337670389598639031520878763439155066932409618515353927552883180478
3, 16, 512, 9291120, 33893, 11757898661810866842717930643857250779221671209882687535920458926419618940745848881958815513350299445129799805337351704843611959721554419771876756616419789, 4097886692408252756852607588257230449039505046210500565585057911516895131891861892426804554758174910218796752711043104690807009136982878720694062987930205
3, 32, 512, 11316740, 2379165367, 12050755380387192974748452681866930432116403205120981739513120839002025673639370077161724175394583952602558495843447104713897100085657606768249360006765499, 10199590515088280032667694243647642902563422619465540345936236896988086904879975507725116214920832589243946118213516561944470247705804996139106393767842802
3, 48, 512, 11383095, 168973600386037, 10943392431932558644347605018996650025573394553432894189025348107356344282200554447821811970263916948062967775041171536853933842134725883210934437804233861, 6333554388025591446990846567154457993416404386299161737700566483924361648798721905772551619889144203580601016592038388539280411362128425784837980836957718
3, 64, 512, 12528925, 9578689727797642667, 7018805164347063226067461506231260739182194211159832135530295872794901050441232899431635724518802580446610960498091916260181173720362288561926800409581339, 2450799641899896777476000207324183061014926756871716990453919126991161841582834658306076190623295563721173435157445666071820953796697421477904294114143613
3, 80, 512, 14074337, 815487381610573133906681, 11422881959136896063756375208929732364447704841215811867608438016091268317666225672756239067791421549965176215748734059700947389475781838353997855481655163, 4482222929138049032342383976616631636183887184680856066377536735695430433573668946885906719350489421891294958382251099623786253267579426007420545671387324
3, 96, 512, 14288191, 46100787489476432019404276929, 10640820025015184921558510920942229627270997260450436572742317937278529330609657981274329018458392802132284687792912493258853043829628607754301065164827599, 8636453209487013229179257562210200624749463716553029179180619854604526718782025290793933915444675356292656221928373843730078024650053878297608363211959324
3, 112, 512, 17203860, 5090821001767365205777195130842987, 7788243550768052122904837367263888423360940293605196031206941960338953578494274388450197802775668370550539303201474909280036710894120954942501888511032001, 2009910911124475579981100262774615181823044585931385741451091469484189661154625805046032340262748349917211314391098891395418862101154539184030840211832551
3, 128, 512, 17291932, 235127580472183943820391745906909461207, 8048848185592474100678591187231690989829128868462572020189919944843932186263819327885547723699461309947812214170679017950189556119236646840317120515114391, 5062345221650969069513432250064000645290140179590344309711678459375907768569401500589316619191819736154205736803871136750073061543868189054505208446927009
3, 144, 512, 19280834, 15127399149591380786861301666859952674925971, 10521693073690395490674101895302467486261208517696277170531299719965694005091189685376382719307866659566959756411301335027196766889867556063078140916270547, 8195896023968598911599828220814070217818330887368629715908661004705834943410709056925380068062804292623256884632154599512446603140270058202177810211171727
3, 160, 512, 19316666, 1451608977340701224067049181385067036172621574581, 10249880565841689111029110768227603346870108948853046763664772543610486336968784483668786680099447095266341802116482701266827144616148091663112309673050189, 6417116402803790991534264802094295756395310287657749571298087509513847178490759066115554321736331560538396640408211310818551125024851428496062234867864472
3, 176, 512, 22210981, 71843775552964894805415875002324570222908462208989541, 7891514530546022094855676997053968382197360440416776306835215157836684984087097546530283864330143231306077893526583084448425258441545773977486357900786091, 2310393618663429869455976652169794993188028589259163694169125447366359648849549328081932632945430325012661813559558340900247996033351931526932387095057058
3, 192, 512, 22372908, 5644741104789812167785981532831165118515074751497199557317, 11234192909923680788345034412306573749029768607497562093907066287934822104509294356415786838151907473146832926046447069038444672281785791574981541742268163, 7596270150614727824222076353611921677717076764647810273958729250962923446613365985086253845434866249084122408520301730738061724026815818155323226231266522
3, 208, 512, 25609358, 209564397974350488828600644390484101792923469185587728364406943, 11009709839953123903910023243203273580556258397775460643000368941047341955458265715861341614815102599664484543294425211384072712796237042197211824147928361, 2751916485679334038768416370120741601615801638352083745243297603668548677780154943529285554145186663886345504047269278812803303246894333258629518859786200
3, 224, 512, 25387171, 20985289507676219149602472249630749990566841074454496098381847761059, 12831505818268301441848390295535329082526657564160944613152302489140672996135538390735845850357332342260759564542581290377675350190578792428097017158427753, 5381964324560234384751853574074513191529591616305112210744958977022124677923613078755205732982586519555793999171822566445601607248595172223487545404337505
3, 240, 512, 27363885, 1465155628873619039652009732255743371980652791235592057172069028216302883, 6983417705396274670156110776262803641902009114519124002535785829873831157994649489210372313361164053982870508803197333445888858454721790269952825098789699, 6586001820057510800266854125052779678325932420224315530611020508835202732952905945511886478774129649491165555152901424412471910790805664571723793666868158
3, 256, 512, 28259142, 77436993946810395374070461072130718572697084868072707627207732081038177938159, 12979402560632207146038393307715746300150489396005625452872129961601305610061976393876955333972792086684359592416991307109748478897618890714648368265829559, 4606223747558536488504834384372151859447907278188563291158191465652119619484520479617874835629341794240953928814023867183668845264421183535027854608237183
3, 16, 640, 9246694, 57503, 2947707519444775217883524149364631295582528101312602464789978064702345736794373054158308073329256799586309278652920346807519583993254064983493199199303808137877754431881647861177821634412370093, 1851092490674062796071042657732786415376496090360781125219885764550912201858146769790252981637151703244595596183439443168861966324066552885695229015184978324729841124876807017244620872182251821
3, 32, 640, 12488092, 2931578669, 3971772172102177711171866283427975133599307028001504568475018245858241710901058664971570182736213237039979649674204113659327781255819059120824423569801628320194736177013246248393781650519002969, 901986302798029009250491342113245577254681756324230531649166340556171709089728955057382988611050477490754669301964753686118124104288548577148234901682483990957317807418414672036493198342979324
3, 48, 640, 14148451, 267306942436979, 3865610150392791727039297502334668955550541504080258994175521155739271170589854343672907795746292893095811522067871206307607453768793280471485778648418541813118077035963103581151289509078394609, 2199223394882211174801799300787719015045555818231167963102528274231645164102538262734981474241298578068251698047665857518948038475229570451344070001484019080062301147769150164683022466323510374
3, 64, 640, 14378190, 18407458492333112231, 2708697319568589879428823071541288249343459739748817438091643719659110855191413072783438256020738957166654649441206068543376374291672834161590487805077501212978650510427239336078670518189532057, 1778940463664854274644687643320550121006609247969914401554209160803021152480895048056469037943289606093054355755819903288018335189024496136819390990661264875062011930998094812005296023426564933
3, 80, 640, 17632400, 796888281923430001325717, 3681166859681482242436047549802196499613723144569736291079130092835693684064755372781506180059155586364805645273018903310098998107017485889275837112638165876585436935173676471334965884574579293, 62929424311876955949638220584143293305751071447091009535874489796999703860636715124994551276374353727048487444017493875133509899077660580286317523170785576470150838749859927322518443064632837
3, 96, 640, 17974431, 55663542113628234004061484143, 3004065779895058522992606317523215624311632108518524207027388767419001033700677730822893416005649190059109356662915009166012496140530879848109435895172549180045602036064780767879002303344655863, 321977507284986241056710388180758981693933267544194490177772927866970361321966403992335895197145068393534577218958915303726144188393284108923520827127151308030721198917760268232135808866206056
3, 112, 640, 22204315, 3500819723595364785377878840408069, 3492396761195176991792706674937283954782888956845264245536254134372467720079729113528111788881267514815244312111644546939632818279282250492559039153712513545932472795887320322973702236695603691, 1426412302379178299329041613650108945709225606344090615501387024118622559684627718229466998525502757089277493912108509881443613584519467117292501864388490802127525316532845113919005450725639198
3, 128, 640, 23525301, 253631945995602398263752033468046481693, 3141527884979234526680817150946736778173905366584393251340143552377111712793274035647923538764722541392022172824119831170611434951339634290275840477887317790133771988561021408652545122947321531, 863404803204528653425897972551917382215621929712522704241617822581119656460726429622988455234262453359438833697895345126640436200625583489142980990853897217745254976157598093327556971661259976
3, 160, 640, 25887430, 1299995757406441372169101592266146525870797738309, 4459195175739604468421998696694996649437945475253858816002773808300516249151099933754157530469894234855169314824655787266816943982601218114313993187713096364466432179143659927715896824025333617, 3247091383296978510661274424903333069880421549746817978770786127800034922160781148622297840894381543923979353590560327924936056275296453818219287412945883855278463986787670216825106432489531424
3, 176, 640, 29814919, 57342517916540335501969118292899010983696882246224597, 2598124137347893887377478020320257962622664662293256012510562222159894687545742571652832514905899129888902361137635684038649133528710904191862574649260030330096451356351135843747178369646387623, 1579819702176007042545733204984949717970717006211448078906095457489292673035485622766894046243325058345921674267365731855647182768144752121899061197733022555531101557114870871167239217338213318
3, 192, 640, 29615649, 4326299619058467129847390671344738787566752935565459423157, 3336496681237651934927866262786165286368511797179117230358791648074128761163943148321311612728804771843878533672077136874844735990865648894385334256962076542258447325029154871460751409074562407, 2673106432194888489735754943612131303613623391657752498040809379589713667168777614228359588054369499527400844275099890733116002232950867115228411597849640162452807448499754232109468231013113395
3, 208, 640, 33540065, 284764586664246785322000947132107676970493416177272182959144211, 2315686201782505027590290768193353093530842925659558289414697020443496306633318571443600468166799175313606995314284238444001917048606269219052867580419094907276670276221168955938224990749384817, 536181704210590210728973095893393125296121765988906275989267841437735190343639389778124511895130404043878458568840893303551088542138496847053270210193477919840650644075846680626795099929069185
3, 224, 640, 33544805, 18508812043572862684775072982961885830628372839224762504285871923449, 4141226812429956594467143660958129010332174584714683047627505801761274372633877758001305864352523260956988305904824505910810303009222769398067392296033752869094735647278184774921134111887659671, 1587210065733346853956264908599646330835895001832375984967575961140043001901910794499127995531845614231222312102857331817365285960501871467852477582182482492509658719443048559602999846900167762
3, 240, 640, 37463700, 988384211834333586440284663647640209353297886150882291818099912809020613, 3244571110873636574181127103532168684023579458515743822000857402441399360751122156225395247896517957541831151960119266904196969372906483878516511259935594537190039312026764944418139976909764187, 1003579858219270579627845267424926372584467974302718990492587880373830994612674948074686962196116907949129868925287240154621899900040929507121003573069345539329694552517723646107530604974987910
3, 256, 640, 37509169, 81060504498422429940608706729756418762705669564915909785659003513065796088839, 4084411414939081308351736211137980625874951521049665814177501095430819762889881879656500160896762448410832950721710022221850096009749383242942326419971391538031881908575654778338683558500967437, 1417143608677085366648076648614695379858159169543489520829329645622865425769816027025113605691165604678027355543137017233035977736560612036210745112797702195419708935383485039767312718897386601
3, 16, 768, 10273618, 45289, 1024920672591300003722284975902266625310128147574440591995965903238741198607020647083922127143469229076834089432779437595778443689512759044798350544557147627227889696781520627138568849749650497942177639840216118133036484580156594329, 820831583494996050302440351395304660745547870567199449671593203557542546631286564488603674981442948354953539534519866654628193620445895953987911811293417661419000146735255811632705218486985643268353375809906451885033249602354184694
3, 32, 768, 17430629, 3223893319, 1196014065477702997770316918579224836652588375788124705264514835569429434632974839052677564575485523821165283366636226511961891488950109993673500313103710472251017104847134815889024815606290631695635081743599644350846958818124870569, 1067322368490627544959955297473001896254902090241159828923582354386649023586579958782166482239000636859414692322920853174918534275842516633173002599139356591120547492837200371833960055232557313689147131485142113933584532533386395678
3, 48, 768, 18179221, 186406900841717, 944951714218125662521969373093304644895470274341839968707351771947614875967413088490405257037717827247325768012914374627319648845442965638100740447724974936662543568457988147870241161913207923457031759206992745404100849541949488511, 290088250949373954542530876589698443822158396296434673005055329025805908217605390728012812768446203525268593012783743788718956981377407081680123608282572337337748775135568425467819551787724111234610977264826320250418626916493111004
3, 64, 768, 17868805, 14367323187421892983, 860849512647411980883777905365924532327601749664476292830817056704304809482892059154206972556154601100756609974041348426619648168947736537434029247381127120082783964677384667968543556311667115614589394832488181728056923378970132833, 560329151218534939376150682838209890008928234474416190708200998263950941042880308860869283774067417509857401733979533877208552939210714457522972671013875786386950441772753081050385731172654012630314339302322694719827822117025060731
3, 80, 768, 23284936, 663132425222857606107251, 1115479575372177398929368786130089780481797779919674882574179094172512147609545826384467867547565602445168039608499927982813769082914869492157735267463373973105588610230790562875113608747948164956024787847992029073716587165130024917, 645130608956740042582671398051329978474149495728360199967803020592458363822157474216651606444380819046102665866358174710513995254858070028314408020753170560770324623281754785938232018749860228388179092357244499663000708337386523224
3, 96, 768, 23300093, 45430515823680054261594792901, 1285458172133239932831597675819866786246505770050590729457014385698511565020479694966747621015151511568244808365817659459443683688392244380414800208587727113364027585827619207456149178237985887179914204408957453303541691487885897273, 1211015547675923626680508849873336748267585250149392241334014273843630371715985063854116582812249440564570820765380356574659021526307229434229442728997528820831117895363234370980474918609315450353086924640756234132918644416731709441
3, 112, 768, 28569506, 3740393584223426604371914009950301, 1253961953932865373205558373296164674487163926835902759852984655533312799937516365939830033389255075689063811449340544777042923816255903708537785791887366925182843090622647446711222310045703790872657437655233914351708105699756169791, 1171558569594545889478882330343476682317733050381389888408054113661929930186486049450213555479634550231876661090055704393486957021631642138644463468739290264897411936087343318592499591888176529968650791499888261084671671397680180134
3, 128, 768, 28915182, 187806221928983249931982316262339732647, 1078924732424581484730879224598965089593566194584317618712036277780005722975902223967874224501819173283571745757674451526112740321515569259162730161433220185271508088665450902449589587619124282157800735101309896438700054653841362093, 564253722478950127405354339236830913645540388000289985509995506911116228812711613501044144840966106769106331259583488195033004437761958805704107495516833887801680003211436099026836030595856247347609642173725638557954819142415658522
3, 144, 768, 33908762, 12292860987819761932432331787591036111116969, 1376062503936441083328487194417717930038405052794522515228051608325130791184752893943612793262217107965383124108158416511498052055900261392223291259216459099039622716791769239833214827164173958525046944126155783347971000388549483747, 186099055817924377973096268485286387946927790327249339307157519699805379732142472583151174381067553337499865896942334368275300025315907651631737683101572119344356107215204478028138191351582160494072995408142074783099965940981939616
3, 160, 768, 34264491, 915519768878169704611990021912875392246238892247, 1535898035461913939356423286113617923529988948336667289318682328202220364472800752497110534161152712338847126463822829549476554725665690834507680022646358519201138735709564792199352519421990462405289295966383356581456526268477309611, 1376822096374857706559725292333777411415073967512565393827100959143831306807711941427459950390231951361251216799658806592783753360375449850780565926057891510593580442503718509690541159363497826809583666792802727386361644864333531953
3, 176, 768, 39321560, 54455420369893086707709429236035497299886832813058969, 861626312692569021487391576320072587817633621492969308396339282835013507787639072830425293555395507829076965515398139672584718284479242568592575051457378976113337658923066987027052272328481333358534979331770218639275095856183943519, 528589830464970231820664091374428368462372469319268104014840730790992708441993522440295081215059221689772196878824466773899471910313988163810618475809690834854588371343469315233670151626107087955269511501207912515822017970631411834
3, 192, 768, 39583643, 4490012248272925928780902459964984737992683355666584005177, 1167406276550532663397498911309476265538121482677514302940545103803446340306913876804293611156168818471634507614305860765166968417145834994012785782239925882461465685998858818783789967978717832654684133879737820957689177488489950091, 689649897656054602035442338337038015937137211296684829976127977035459768856082011477840839212135274056808708774267025190548353716687637817022820149961989009654788819990242117360379777039102970027004675774632808102799582473613171848
3, 208, 768, 44662014, 333478228221507304498099568603502203786200289537524041093450301, 1269718324024889773720005653339816978667992375211298761614909953529575958983691599718888964908797297924866921778903219391559025125478092439732478251794322981019013374558201576687590509894687962816579295035670407714679285732663070141, 1113412257903116573622155623231110853878232941023187330703762694324623893371831847952472580009615420584998120945143489502325518248423652054153652196187549452547583235285171034123435739698265932658818312865234955845709386886369250283
3, 224, 768, 47337059, 16360905213117759489673816452775370935940319031317850603439024852383, 1243638570814722644236879143001309775695383656833514542130181604811272319329580300019597528220974753946859964267298682003124510250545101570071730944745679013223331653943796418012388249452284185774957392508291278927657746117712745631, 59743260911959899160801980359417316399280073173119619475527185079783298326674741277853351427362866492512229483217984540932119203785074034177060404184998716191609611935085378257198033898698412679535963742468450498814444955560348101
3, 240, 768, 51021997, 1429279764008414096077277930437250176253562132037181453467639237605772039, 1430590721066660554203929067993237622180638952225026657931427475181348957777148869085811998813445312795467285149264072333734900230160477499222440092617308808353013870658626749215165271973029621303435407061716256164094888711453331921, 528666254429434349845218078048452114960754921104900638268669541692328044283955097746968521878229547906845105587135992826999653134795185049294127791402450800850204727486192018676089865076744600052499533616035114462303136141251015714
3, 256, 768, 50342415, 106710864406132070741777516433584336587982514446348587300190120001680597309507, 1512997040354125779538611033460443309711776221902880079645419562870295884729017972940252969652238498751619485337027735326691126000647107583428283462272827199176163439289309115749167102639225896523453832166315503309428043085293131209, 629990863221451652638988702746865732415393767138976432666979892042540764991669399167111871696014189102966610631672729755989533527816393362436219580751030490705425374682862074087266696879891895258931800263024042772350893859018946218
3, 16, 896, 11668198, 43133, 369039616182431741284789320819625339391405112655900855629340677949579928850839710078618832681480606653536774109277855131039251159178836433916039325703702987680950796556217890926413640649955959404527935128882241382286829207703041219207305842923880684445141525308297824979, 310584386161689876588488233228179442848359952938196573193234850434946719843411034484993702308904886347083944051951786079726632445443771954172300797392602899229596871065893704057644215239027855860809635392684220593200967276042664546904097138821288465334469025812016909491
3, 32, 896, 17515109, 3799843483, 364992775076081467093240429848576015792218400967524517565464012807054346501615255976432894365167909231167511630987567642983297793472383209322031643480564686330805327456408163646891627871503129090088708396683278249190800491763375302504720246365470583422858470974638646567, 45621812442712353441645877353880502203213360763725647258883227472521611311703029966235319605552862159321966341287942904685500885851588522295116787485761095447748727407786594244127766847411454522372686889079266373402581030262700359210371149202245799615101146644064888255
3, 48, 896, 21452286, 254624802950207, 487602141050966301092546333695550197739114546072035078939195051923491699881698433372579696115462783135968773370403600757949411511063458645612116387461105395174035800129324813110885891685446605205373714126024682249606666289918467515392441440474406544658321132486511175677, 267151648830482675231025449834023108001776134716943585586174509523130849572782067610858000353285435950025820608545522866970071945399804376497708817761228834394212363077166404771063208520594761385892977135983514169211412780417263782930607340109433540515223282774158633946
3, 64, 896, 21689576, 12244965445315367371, 368689174074853751943021343615443406501192809233271883839957313973193014927925964614184669054395481703371518413388516826271397873225463686042072795179022992597615112258437711498119525820683874131078948939692947245927870315138942603180351716873665264242695905350441973843, 40749838355755980321101842063477550438211191937159212512866738087600700478998126827563802937110976726914173590627075566599433300457307379900682877853976453631313316076117994535489504352547611013917965173102120957079160445202653172497610101689393027539148777142672043917
3, 80, 896, 28156017, 780661099672039893382981, 383469515449535831116969907746183344809411231461080270360937775918580621635607424575335752280592740176006083753546776960045803644602345569094813505024161930946095414840865658874871517039492068746409701108725614224763224591757779781058521831269959016830465591780895173999, 3740086802937946122122679041996143693882073679969565152269513805331372773386574015347446829392990723893339513023902960464076822361422818412540784851466396560214732618214952547859203409178344699244445522272593340701464816905560442547870275467025291031155006954555859181
3, 112, 896, 35671465, 4114664905028560043434889743726679, 496206882451948985021322980364901529232760587843327772972796637996178995444579883023283851599939503672405302807189551429143610146128280043534041070284401533878165611971126081982180388582706493257476287520993180794403535263078378902416516800771753527056642310638797294493, 11471153081250782035466590169625976123003003760483581352573346239218493389422412896481354195706086985050895464511154530272601947274561425089935376085160993891809788311876545597399999384078278350061321829871522516917105905960894482232042487249958853428388500658424555356
3, 128, 896, 34997821, 213738680103788281416426793208921126629, 325900634041105901022397182252353054183877344353677757533034125147191800754703080490051553456741988998149580739576869570181836132509938891029607676283565436459637638351531430545241269858898621454876796159203640098143395484365785219630366690705894957426134337480067359863, 125320056773537038079898593084533349528698231248922873927816731966246957834259475901205807743305599568494736346872788238778973323915463833042527345966106532077030962791504139180550104521137650724712929226974787188223952770322476629557037695898214659694553362715651769525
3, 144, 896, 43358944, 13780032094033612671725197003935399719069473, 444093301702975717167465111084820521629346603727070819076576428156169362949177264279382759645047980174377902720282843558121732369356855164795715681331517853390570032045941194808538440932276083638201763539368577763758542607872937187638310654765089087472051884900386621187, 71762640051728274879191041275485351469508375918420387165392006063207291057505481264759631915106181742338374651034621672562598080531359613404030784130273846973168622948619692407885487891958314939589980395374066571090156509933182443859211541700403876940467304079039297732
3, 160, 896, 43251080, 788139386427350612700639634515081184592468897423, 335731061236034395200475025786761451724640535312796773391632413749034319701941072232795350212716344583498648242533740930799540868794283457049747211901490739742836314843587999197205849997071838593184701034081109856733825064789318399053647047445409433042105996077432655713, 282846985845286289362895364079648580588812632605764776629005511943705456846169858075371830565738070531651857721598123607410789969306794540047068413209203463989134996867859528279839820392744825503976063087037936668297168910581529105228021218604376965472769413425384339487
3, 176, 896, 49607468, 59567292520874930897734753733880847028735963065371241, 298211893444623638686148646863812202521204366352462669219799948242854496104332667796331941843763837911529183436534986920658090044104189545336559497312900349708137712764805572865154553257256349448616260197997052438189994090731188970645866848570571732438910825915854713303, 46765556572415206711329717816076362215273831377395198815017590624549113449143740988231647517840488413166064704498993332619830075019450665080119236753559062512392227995023375016387146241166772878823779362433139664046884420487070997286978777321532773606678614223411608304
3, 192, 896, 48870023, 5208278717953637858302012757765360335253901897949737827033, 308638638112417894387112593018246795343885712302416575110207277024426309463256353332214458609319101040897592490737222070139899718517266208708918222262339946108941457697567666044534885325832289483521067871168066669613618703433788198779298530270980104430939012018299383901, 22334637831697579712522998416616531161362210661081022526642289089539591346319814081456524830274457707176591341783001974538887928308609664213558385534346794725774986440971631586509273288760293391457506330194793265559486600724340723689027860346814650494623445099097139594
3, 208, 896, 56287242, 313410474457187893105896086528787435148598409202599860994730901, 454528366075904459755566895965171570991413991050123503443279920036508922810584204009926581486682927993177718398646616135527541239972148228971512182658487276725520251916555460336013993079612680718383448595090622685527487811877636279166693308779997436564492347941197660057, 217462649854624622985285107406591560649977901696113940654362889954468181589576395947285194327326269613812221001341092844143191354443130549471554238598126174024729038468063451502858918823532302517565501597411388902532806374333519668669068253899557856738051780517961129841
3, 224, 896, 56550314, 22764459741699791368669895248595388120775158651081509642635067314609, 472237001765310757714751265286164903316236145298191394156148292488619553796765277214707718337605902962905603673734113847868645584236271211993575612691078689744837420734964517179645982877432678853490836707931762961567853325197912800771743194990359095612537929491158256167, 417028754546447199895017663346937277344491410423758956127321583109318003624533034486986493806456698995562086365136406956025422896836151703531588960227775752289814362253631502958236860350107195754037764678044511399931318831964020650520440180454928933399125171164912484561
